d_char,noise_type,seed,d_type,alloy,length,str_step_size,crss
full,SS-noise,1,edge,AlMg5,4.0,5.0,298.5
full,SS-noise,2,edge,AlMg5,4.0,6.0,323.0
full,SS-noise,3,edge,AlMg5,4.0,7.0,409.5
full,SS-noise,4,edge,AlMg5,4.0,6.0,179.0
full,SS-noise,5,edge,AlMg5,4.0,5.0,253.5
full,SS-noise,6,edge,AlMg5,4.0,7.0,166.5
full,SS-noise,7,edge,AlMg5,4.0,7.0,416.5
full,SS-noise,8,edge,AlMg5,4.0,5.0,353.5
full,SS-noise,9,edge,AlMg5,4.0,7.0,292.5
full,SS-noise,10,edge,AlMg5,4.0,100.0,51.0
full,SS-noise,11,edge,AlMg5,4.0,100.0,51.0
full,SS-noise,12,edge,AlMg5,4.0,5.0,448.5
full,SS-noise,13,edge,AlMg5,4.0,6.0,429.0
full,SS-noise,14,edge,AlMg5,4.0,6.0,423.0
full,SS-noise,15,edge,AlMg5,4.0,6.0,229.0
full,SS-noise,16,edge,AlMg5,4.0,7.0,185.5
full,SS-noise,17,edge,AlMg5,4.0,5.0,348.5
full,SS-noise,18,edge,AlMg5,4.0,7.0,159.5
full,SS-noise,19,edge,AlMg5,4.0,7.0,235.5
full,SS-noise,20,edge,AlMg5,4.0,5.0,303.5
full,SS-noise,1,edge,AlMg5,29.0,5.0,298.5
full,SS-noise,2,edge,AlMg5,29.0,5.0,198.5
full,SS-noise,3,edge,AlMg5,29.0,7.0,235.5
full,SS-noise,4,edge,AlMg5,29.0,5.0,253.5
full,SS-noise,5,edge,AlMg5,29.0,7.0,216.5
full,SS-noise,6,edge,AlMg5,29.0,7.0,266.5
full,SS-noise,7,edge,AlMg5,29.0,5.0,253.5
full,SS-noise,8,edge,AlMg5,29.0,6.0,229.0
full,SS-noise,9,edge,AlMg5,29.0,7.0,235.5
full,SS-noise,10,edge,AlMg5,29.0,5.0,303.5
full,SS-noise,11,edge,AlMg5,29.0,6.0,279.0
full,SS-noise,12,edge,AlMg5,29.0,5.0,253.5
full,SS-noise,13,edge,AlMg5,29.0,7.0,242.5
full,SS-noise,14,edge,AlMg5,29.0,7.0,209.5
full,SS-noise,15,edge,AlMg5,29.0,5.0,253.5
full,SS-noise,16,edge,AlMg5,29.0,7.0,292.5
full,SS-noise,17,edge,AlMg5,29.0,7.0,216.5
full,SS-noise,18,edge,AlMg5,29.0,7.0,266.5
full,SS-noise,19,edge,AlMg5,29.0,7.0,209.5
full,SS-noise,20,edge,AlMg5,29.0,6.0,229.0
full,SS-noise,1,edge,AlMg5,63.0,7.0,185.5
full,SS-noise,2,edge,AlMg5,63.0,7.0,209.5
full,SS-noise,3,edge,AlMg5,63.0,7.0,209.5
full,SS-noise,4,edge,AlMg5,63.0,5.0,198.5
full,SS-noise,5,edge,AlMg5,63.0,7.0,209.5
full,SS-noise,6,edge,AlMg5,63.0,7.0,209.5
full,SS-noise,7,edge,AlMg5,63.0,7.0,209.5
full,SS-noise,8,edge,AlMg5,63.0,5.0,253.5
full,SS-noise,9,edge,AlMg5,63.0,6.0,229.0
full,SS-noise,10,edge,AlMg5,63.0,7.0,235.5
full,SS-noise,11,edge,AlMg5,63.0,5.0,203.5
full,SS-noise,12,edge,AlMg5,63.0,5.0,203.5
full,SS-noise,13,edge,AlMg5,63.0,7.0,209.5
full,SS-noise,14,edge,AlMg5,63.0,7.0,216.5
full,SS-noise,15,edge,AlMg5,63.0,7.0,242.5
full,SS-noise,16,edge,AlMg5,63.0,5.0,203.5
full,SS-noise,17,edge,AlMg5,63.0,7.0,216.5
full,SS-noise,18,edge,AlMg5,63.0,7.0,209.5
full,SS-noise,19,edge,AlMg5,63.0,7.0,216.5
full,SS-noise,20,edge,AlMg5,63.0,5.0,253.5
full,SS-noise,1,edge,AlMg5,109.0,7.0,209.5
full,SS-noise,2,edge,AlMg5,109.0,5.0,203.5
full,SS-noise,3,edge,AlMg5,109.0,5.0,203.5
full,SS-noise,4,edge,AlMg5,109.0,7.0,192.5
full,SS-noise,5,edge,AlMg5,109.0,5.0,203.5
full,SS-noise,6,edge,AlMg5,109.0,7.0,216.5
full,SS-noise,7,edge,AlMg5,109.0,5.0,198.5
full,SS-noise,8,edge,AlMg5,109.0,7.0,216.5
full,SS-noise,9,edge,AlMg5,109.0,5.0,203.5
full,SS-noise,10,edge,AlMg5,109.0,7.0,185.5
full,SS-noise,11,edge,AlMg5,109.0,7.0,192.5
full,SS-noise,12,edge,AlMg5,109.0,5.0,198.5
full,SS-noise,13,edge,AlMg5,109.0,7.0,185.5
full,SS-noise,14,edge,AlMg5,109.0,6.0,179.0
full,SS-noise,15,edge,AlMg5,109.0,7.0,216.5
full,SS-noise,16,edge,AlMg5,109.0,100.0,251.0
full,SS-noise,1,edge,AlMg10,4.0,7.0,435.5
full,SS-noise,2,edge,AlMg10,4.0,5.0,453.5
full,SS-noise,3,edge,AlMg10,4.0,7.0,592.5
full,SS-noise,4,edge,AlMg10,4.0,7.0,259.5
full,SS-noise,5,edge,AlMg10,4.0,5.0,348.5
full,SS-noise,6,edge,AlMg10,4.0,5.0,348.5
full,SS-noise,7,edge,AlMg10,4.0,5.0,298.5
full,SS-noise,8,edge,AlMg10,4.0,5.0,503.5
full,SS-noise,9,edge,AlMg10,4.0,7.0,659.5
full,SS-noise,10,edge,AlMg10,4.0,5.0,398.5
full,SS-noise,11,edge,AlMg10,4.0,6.0,473.0
full,SS-noise,12,edge,AlMg10,4.0,6.0,629.0
full,SS-noise,13,edge,AlMg10,4.0,7.0,559.5
full,SS-noise,14,edge,AlMg10,4.0,7.0,92.5
full,SS-noise,15,edge,AlMg10,4.0,7.0,342.5
full,SS-noise,16,edge,AlMg10,4.0,6.0,529.0
full,SS-noise,17,edge,AlMg10,4.0,5.0,503.5
full,SS-noise,18,edge,AlMg10,4.0,7.0,266.5
full,SS-noise,19,edge,AlMg10,4.0,7.0,316.5
full,SS-noise,20,edge,AlMg10,4.0,5.0,403.5
full,SS-noise,1,edge,AlMg10,29.0,7.0,442.5
full,SS-noise,2,edge,AlMg10,29.0,6.0,279.0
full,SS-noise,3,edge,AlMg10,29.0,7.0,366.5
full,SS-noise,4,edge,AlMg10,29.0,6.0,329.0
full,SS-noise,5,edge,AlMg10,29.0,6.0,329.0
full,SS-noise,6,edge,AlMg10,29.0,7.0,359.5
full,SS-noise,7,edge,AlMg10,29.0,7.0,316.5
full,SS-noise,8,edge,AlMg10,29.0,7.0,342.5
full,SS-noise,9,edge,AlMg10,29.0,7.0,292.5
full,SS-noise,10,edge,AlMg10,29.0,5.0,403.5
full,SS-noise,11,edge,AlMg10,29.0,7.0,392.5
full,SS-noise,12,edge,AlMg10,29.0,7.0,366.5
full,SS-noise,13,edge,AlMg10,29.0,7.0,392.5
full,SS-noise,14,edge,AlMg10,29.0,7.0,316.5
full,SS-noise,15,edge,AlMg10,29.0,6.0,379.0
full,SS-noise,16,edge,AlMg10,29.0,7.0,416.5
full,SS-noise,17,edge,AlMg10,29.0,6.0,273.0
full,SS-noise,18,edge,AlMg10,29.0,7.0,366.5
full,SS-noise,19,edge,AlMg10,29.0,5.0,298.5
full,SS-noise,20,edge,AlMg10,29.0,5.0,398.5
full,SS-noise,1,edge,AlMg10,63.0,7.0,335.5
full,SS-noise,2,edge,AlMg10,63.0,7.0,292.5
full,SS-noise,3,edge,AlMg10,63.0,5.0,303.5
full,SS-noise,4,edge,AlMg10,63.0,7.0,342.5
full,SS-noise,5,edge,AlMg10,63.0,6.0,329.0
full,SS-noise,6,edge,AlMg10,63.0,6.0,329.0
full,SS-noise,7,edge,AlMg10,63.0,7.0,292.5
full,SS-noise,8,edge,AlMg10,63.0,7.0,342.5
full,SS-noise,9,edge,AlMg10,63.0,6.0,323.0
full,SS-noise,10,edge,AlMg10,63.0,5.0,303.5
full,SS-noise,11,edge,AlMg10,63.0,7.0,335.5
full,SS-noise,12,edge,AlMg10,63.0,7.0,316.5
full,SS-noise,13,edge,AlMg10,63.0,6.0,323.0
full,SS-noise,14,edge,AlMg10,63.0,7.0,292.5
full,SS-noise,15,edge,AlMg10,63.0,7.0,385.5
full,SS-noise,16,edge,AlMg10,63.0,5.0,303.5
full,SS-noise,17,edge,AlMg10,63.0,7.0,316.5
full,SS-noise,18,edge,AlMg10,63.0,7.0,309.5
full,SS-noise,19,edge,AlMg10,63.0,5.0,348.5
full,SS-noise,20,edge,AlMg10,63.0,5.0,353.5
full,SS-noise,1,edge,AlMg10,109.0,7.0,316.5
full,SS-noise,2,edge,AlMg10,109.0,6.0,323.0
full,SS-noise,3,edge,AlMg10,109.0,5.0,298.5
full,SS-noise,4,edge,AlMg10,109.0,5.0,298.5
full,SS-noise,5,edge,AlMg10,109.0,6.0,329.0
full,SS-noise,6,edge,AlMg10,109.0,6.0,329.0
full,SS-noise,7,edge,AlMg10,109.0,7.0,292.5
full,SS-noise,8,edge,AlMg10,109.0,7.0,309.5
full,SS-noise,9,edge,AlMg10,109.0,7.0,309.5
full,SS-noise,10,edge,AlMg10,109.0,5.0,298.5
full,SS-noise,11,edge,AlMg10,109.0,5.0,298.5
full,SS-noise,12,edge,AlMg10,109.0,7.0,292.5
full,SS-noise,13,edge,AlMg10,109.0,5.0,303.5
full,SS-noise,14,edge,AlMg10,109.0,7.0,285.5
full,SS-noise,15,edge,AlMg10,109.0,301.0,
full,SS-noise,1,edge,AlMg15,4.0,5.0,498.5
full,SS-noise,2,edge,AlMg15,4.0,6.0,523.0
full,SS-noise,3,edge,AlMg15,4.0,100.0,351.0
full,SS-noise,4,edge,AlMg15,4.0,5.0,298.5
full,SS-noise,5,edge,AlMg15,4.0,13.0,32.5
full,SS-noise,6,edge,AlMg15,4.0,25.0,263.5
full,SS-noise,7,edge,AlMg15,4.0,6.0,679.0
full,SS-noise,8,edge,AlMg15,4.0,6.0,573.0
full,SS-noise,9,edge,AlMg15,4.0,7.0,759.5
full,SS-noise,10,edge,AlMg15,4.0,7.0,442.5
full,SS-noise,11,edge,AlMg15,4.0,7.0,392.5
full,SS-noise,12,edge,AlMg15,4.0,7.0,716.5
full,SS-noise,13,edge,AlMg15,4.0,7.0,642.5
full,SS-noise,14,edge,AlMg15,4.0,6.0,379.0
full,SS-noise,15,edge,AlMg15,4.0,7.0,392.5
full,SS-noise,16,edge,AlMg15,4.0,6.0,273.0
full,SS-noise,17,edge,AlMg15,4.0,7.0,559.5
full,SS-noise,18,edge,AlMg15,4.0,7.0,309.5
full,SS-noise,19,edge,AlMg15,4.0,7.0,359.5
full,SS-noise,20,edge,AlMg15,4.0,7.0,466.5
full,SS-noise,1,edge,AlMg15,29.0,7.0,516.5
full,SS-noise,2,edge,AlMg15,29.0,7.0,316.5
full,SS-noise,3,edge,AlMg15,29.0,7.0,435.5
full,SS-noise,4,edge,AlMg15,29.0,6.0,379.0
full,SS-noise,5,edge,AlMg15,29.0,7.0,435.5
full,SS-noise,6,edge,AlMg15,29.0,7.0,392.5
full,SS-noise,7,edge,AlMg15,29.0,6.0,379.0
full,SS-noise,8,edge,AlMg15,29.0,7.0,409.5
full,SS-noise,9,edge,AlMg15,29.0,7.0,409.5
full,SS-noise,10,edge,AlMg15,29.0,5.0,453.5
full,SS-noise,11,edge,AlMg15,29.0,7.0,459.5
full,SS-noise,12,edge,AlMg15,29.0,7.0,409.5
full,SS-noise,13,edge,AlMg15,29.0,5.0,453.5
full,SS-noise,14,edge,AlMg15,29.0,6.0,373.0
full,SS-noise,15,edge,AlMg15,29.0,7.0,459.5
full,SS-noise,16,edge,AlMg15,29.0,6.0,479.0
full,SS-noise,17,edge,AlMg15,29.0,5.0,353.5
full,SS-noise,18,edge,AlMg15,29.0,7.0,416.5
full,SS-noise,19,edge,AlMg15,29.0,7.0,392.5
full,SS-noise,20,edge,AlMg15,29.0,7.0,459.5
full,SS-noise,1,edge,AlMg15,63.0,7.0,385.5
full,SS-noise,2,edge,AlMg15,63.0,6.0,379.0
full,SS-noise,3,edge,AlMg15,63.0,6.0,379.0
full,SS-noise,4,edge,AlMg15,63.0,5.0,348.5
full,SS-noise,5,edge,AlMg15,63.0,7.0,366.5
full,SS-noise,6,edge,AlMg15,63.0,5.0,403.5
full,SS-noise,7,edge,AlMg15,63.0,6.0,373.0
full,SS-noise,8,edge,AlMg15,63.0,5.0,398.5
full,SS-noise,9,edge,AlMg15,63.0,7.0,416.5
full,SS-noise,10,edge,AlMg15,63.0,5.0,403.5
full,SS-noise,11,edge,AlMg15,63.0,5.0,398.5
full,SS-noise,12,edge,AlMg15,63.0,5.0,348.5
full,SS-noise,13,edge,AlMg15,63.0,6.0,379.0
full,SS-noise,14,edge,AlMg15,63.0,7.0,342.5
full,SS-noise,15,edge,AlMg15,63.0,5.0,448.5
full,SS-noise,16,edge,AlMg15,63.0,7.0,366.5
full,SS-noise,17,edge,AlMg15,63.0,7.0,366.5
full,SS-noise,18,edge,AlMg15,63.0,6.0,379.0
full,SS-noise,19,edge,AlMg15,63.0,5.0,398.5
full,SS-noise,20,edge,AlMg15,63.0,7.0,435.5
full,SS-noise,1,edge,AlMg15,109.0,5.0,348.5
full,SS-noise,2,edge,AlMg15,109.0,7.0,385.5
full,SS-noise,3,edge,AlMg15,109.0,6.0,379.0
full,SS-noise,4,edge,AlMg15,109.0,7.0,342.5
full,SS-noise,5,edge,AlMg15,109.0,5.0,403.5
full,SS-noise,6,edge,AlMg15,109.0,6.0,379.0
full,SS-noise,7,edge,AlMg15,109.0,5.0,348.5
full,SS-noise,8,edge,AlMg15,109.0,7.0,392.5
full,SS-noise,9,edge,AlMg15,109.0,7.0,385.5
full,SS-noise,10,edge,AlMg15,109.0,6.0,379.0
full,SS-noise,11,edge,AlMg15,109.0,7.0,359.5
full,SS-noise,12,edge,AlMg15,109.0,6.0,379.0
full,SS-noise,13,edge,AlMg15,109.0,7.0,359.5
full,SS-noise,14,edge,AlMg15,109.0,100.0,351.0
full,SS-noise,1,screw,AlMg5,4.0,6.0,79.0
full,SS-noise,3,screw,AlMg5,4.0,100.0,51.0
full,SS-noise,4,screw,AlMg5,4.0,25.0,13.5
full,SS-noise,6,screw,AlMg5,4.0,7.0,9.5
full,SS-noise,7,screw,AlMg5,4.0,7.0,9.5
full,SS-noise,8,screw,AlMg5,4.0,7.0,85.5
full,SS-noise,9,screw,AlMg5,4.0,7.0,216.5
full,SS-noise,11,screw,AlMg5,4.0,7.0,16.5
full,SS-noise,12,screw,AlMg5,4.0,7.0,109.5
full,SS-noise,13,screw,AlMg5,4.0,25.0,13.5
full,SS-noise,14,screw,AlMg5,4.0,5.0,203.5
full,SS-noise,16,screw,AlMg5,4.0,7.0,66.5
full,SS-noise,17,screw,AlMg5,4.0,5.0,198.5
full,SS-noise,18,screw,AlMg5,4.0,7.0,185.5
full,SS-noise,19,screw,AlMg5,4.0,7.0,116.5
full,SS-noise,1,screw,AlMg5,29.0,7.0,16.5
full,SS-noise,3,screw,AlMg5,29.0,7.0,9.5
full,SS-noise,4,screw,AlMg5,29.0,7.0,35.5
full,SS-noise,5,screw,AlMg5,29.0,7.0,9.5
full,SS-noise,6,screw,AlMg5,29.0,6.0,29.0
full,SS-noise,7,screw,AlMg5,29.0,6.0,29.0
full,SS-noise,8,screw,AlMg5,29.0,6.0,29.0
full,SS-noise,9,screw,AlMg5,29.0,7.0,35.5
full,SS-noise,10,screw,AlMg5,29.0,5.0,53.5
full,SS-noise,11,screw,AlMg5,29.0,6.0,29.0
full,SS-noise,13,screw,AlMg5,29.0,6.0,29.0
full,SS-noise,15,screw,AlMg5,29.0,6.0,23.0
full,SS-noise,16,screw,AlMg5,29.0,7.0,42.5
full,SS-noise,17,screw,AlMg5,29.0,6.0,29.0
full,SS-noise,18,screw,AlMg5,29.0,7.0,16.5
full,SS-noise,19,screw,AlMg5,29.0,6.0,23.0
full,SS-noise,20,screw,AlMg5,29.0,6.0,23.0
full,SS-noise,2,screw,AlMg5,63.0,6.0,23.0
full,SS-noise,3,screw,AlMg5,63.0,7.0,9.5
full,SS-noise,4,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,5,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,6,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,7,screw,AlMg5,63.0,7.0,9.5
full,SS-noise,8,screw,AlMg5,63.0,6.0,23.0
full,SS-noise,9,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,10,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,11,screw,AlMg5,63.0,6.0,23.0
full,SS-noise,12,screw,AlMg5,63.0,6.0,29.0
full,SS-noise,13,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,14,screw,AlMg5,63.0,6.0,23.0
full,SS-noise,15,screw,AlMg5,63.0,6.0,23.0
full,SS-noise,16,screw,AlMg5,63.0,6.0,23.0
full,SS-noise,17,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,18,screw,AlMg5,63.0,7.0,9.5
full,SS-noise,19,screw,AlMg5,63.0,7.0,16.5
full,SS-noise,20,screw,AlMg5,63.0,6.0,23.0
full,SS-noise,1,screw,AlMg5,109.0,6.0,23.0
full,SS-noise,2,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,3,screw,AlMg5,109.0,6.0,23.0
full,SS-noise,4,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,5,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,6,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,7,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,8,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,9,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,10,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,11,screw,AlMg5,109.0,7.0,9.5
full,SS-noise,12,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,13,screw,AlMg5,109.0,5.0,3.5
full,SS-noise,14,screw,AlMg5,109.0,5.0,3.5
full,SS-noise,15,screw,AlMg5,109.0,7.0,9.5
full,SS-noise,16,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,17,screw,AlMg5,109.0,7.0,16.5
full,SS-noise,18,screw,AlMg5,109.0,6.0,23.0
full,SS-noise,19,screw,AlMg5,109.0,7.0,9.5
full,SS-noise,20,screw,AlMg5,109.0,1.0,
full,SS-noise,1,screw,AlMg10,4.0,7.0,116.5
full,SS-noise,3,screw,AlMg10,4.0,100.0,51.0
full,SS-noise,4,screw,AlMg10,4.0,25.0,13.5
full,SS-noise,5,screw,AlMg10,4.0,7.0,42.5
full,SS-noise,7,screw,AlMg10,4.0,7.0,59.5
full,SS-noise,8,screw,AlMg10,4.0,7.0,335.5
full,SS-noise,9,screw,AlMg10,4.0,25.0,13.5
full,SS-noise,10,screw,AlMg10,4.0,6.0,73.0
full,SS-noise,11,screw,AlMg10,4.0,7.0,35.5
full,SS-noise,12,screw,AlMg10,4.0,6.0,173.0
full,SS-noise,13,screw,AlMg10,4.0,50.0,26.0
full,SS-noise,14,screw,AlMg10,4.0,100.0,151.0
full,SS-noise,16,screw,AlMg10,4.0,5.0,103.5
full,SS-noise,17,screw,AlMg10,4.0,100.0,51.0
full,SS-noise,18,screw,AlMg10,4.0,7.0,259.5
full,SS-noise,19,screw,AlMg10,4.0,7.0,166.5
full,SS-noise,1,screw,AlMg10,29.0,7.0,35.5
full,SS-noise,2,screw,AlMg10,29.0,6.0,29.0
full,SS-noise,3,screw,AlMg10,29.0,7.0,35.5
full,SS-noise,5,screw,AlMg10,29.0,6.0,23.0
full,SS-noise,6,screw,AlMg10,29.0,7.0,35.5
full,SS-noise,8,screw,AlMg10,29.0,5.0,48.5
full,SS-noise,9,screw,AlMg10,29.0,7.0,66.5
full,SS-noise,10,screw,AlMg10,29.0,6.0,79.0
full,SS-noise,11,screw,AlMg10,29.0,7.0,42.5
full,SS-noise,12,screw,AlMg10,29.0,7.0,42.5
full,SS-noise,13,screw,AlMg10,29.0,7.0,42.5
full,SS-noise,15,screw,AlMg10,29.0,6.0,23.0
full,SS-noise,16,screw,AlMg10,29.0,7.0,59.5
full,SS-noise,17,screw,AlMg10,29.0,7.0,35.5
full,SS-noise,18,screw,AlMg10,29.0,7.0,16.5
full,SS-noise,19,screw,AlMg10,29.0,6.0,29.0
full,SS-noise,20,screw,AlMg10,29.0,5.0,48.5
full,SS-noise,1,screw,AlMg10,63.0,7.0,59.5
full,SS-noise,2,screw,AlMg10,63.0,7.0,42.5
full,SS-noise,3,screw,AlMg10,63.0,6.0,29.0
full,SS-noise,4,screw,AlMg10,63.0,7.0,35.5
full,SS-noise,5,screw,AlMg10,63.0,7.0,35.5
full,SS-noise,6,screw,AlMg10,63.0,7.0,35.5
full,SS-noise,7,screw,AlMg10,63.0,7.0,42.5
full,SS-noise,8,screw,AlMg10,63.0,7.0,42.5
full,SS-noise,9,screw,AlMg10,63.0,6.0,29.0
full,SS-noise,10,screw,AlMg10,63.0,5.0,48.5
full,SS-noise,11,screw,AlMg10,63.0,7.0,59.5
full,SS-noise,12,screw,AlMg10,63.0,5.0,53.5
full,SS-noise,13,screw,AlMg10,63.0,6.0,23.0
full,SS-noise,14,screw,AlMg10,63.0,7.0,42.5
full,SS-noise,15,screw,AlMg10,63.0,7.0,42.5
full,SS-noise,16,screw,AlMg10,63.0,7.0,35.5
full,SS-noise,17,screw,AlMg10,63.0,6.0,23.0
full,SS-noise,18,screw,AlMg10,63.0,6.0,23.0
full,SS-noise,19,screw,AlMg10,63.0,7.0,35.5
full,SS-noise,20,screw,AlMg10,63.0,7.0,59.5
full,SS-noise,1,screw,AlMg10,109.0,7.0,42.5
full,SS-noise,2,screw,AlMg10,109.0,6.0,29.0
full,SS-noise,3,screw,AlMg10,109.0,7.0,35.5
full,SS-noise,4,screw,AlMg10,109.0,7.0,35.5
full,SS-noise,5,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,6,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,7,screw,AlMg10,109.0,6.0,29.0
full,SS-noise,8,screw,AlMg10,109.0,6.0,29.0
full,SS-noise,9,screw,AlMg10,109.0,7.0,35.5
full,SS-noise,10,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,11,screw,AlMg10,109.0,6.0,29.0
full,SS-noise,12,screw,AlMg10,109.0,6.0,29.0
full,SS-noise,13,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,14,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,15,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,16,screw,AlMg10,109.0,6.0,29.0
full,SS-noise,17,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,18,screw,AlMg10,109.0,7.0,35.5
full,SS-noise,19,screw,AlMg10,109.0,6.0,23.0
full,SS-noise,1,screw,AlMg15,4.0,7.0,142.5
full,SS-noise,3,screw,AlMg15,4.0,100.0,51.0
full,SS-noise,4,screw,AlMg15,4.0,50.0,26.0
full,SS-noise,5,screw,AlMg15,4.0,7.0,35.5
full,SS-noise,7,screw,AlMg15,4.0,7.0,216.5
full,SS-noise,8,screw,AlMg15,4.0,7.0,385.5
full,SS-noise,9,screw,AlMg15,4.0,25.0,13.5
full,SS-noise,10,screw,AlMg15,4.0,5.0,98.5
full,SS-noise,11,screw,AlMg15,4.0,7.0,42.5
full,SS-noise,12,screw,AlMg15,4.0,50.0,26.0
full,SS-noise,13,screw,AlMg15,4.0,5.0,53.5
full,SS-noise,14,screw,AlMg15,4.0,5.0,353.5
full,SS-noise,16,screw,AlMg15,4.0,7.0,209.5
full,SS-noise,17,screw,AlMg15,4.0,7.0,459.5
full,SS-noise,18,screw,AlMg15,4.0,5.0,298.5
full,SS-noise,19,screw,AlMg15,4.0,5.0,198.5
full,SS-noise,1,screw,AlMg15,29.0,7.0,59.5
full,SS-noise,2,screw,AlMg15,29.0,7.0,35.5
full,SS-noise,3,screw,AlMg15,29.0,7.0,59.5
full,SS-noise,4,screw,AlMg15,29.0,7.0,85.5
full,SS-noise,5,screw,AlMg15,29.0,7.0,35.5
full,SS-noise,6,screw,AlMg15,29.0,7.0,42.5
full,SS-noise,7,screw,AlMg15,29.0,7.0,59.5
full,SS-noise,8,screw,AlMg15,29.0,7.0,66.5
full,SS-noise,9,screw,AlMg15,29.0,7.0,85.5
full,SS-noise,10,screw,AlMg15,29.0,7.0,92.5
full,SS-noise,11,screw,AlMg15,29.0,5.0,48.5
full,SS-noise,12,screw,AlMg15,29.0,5.0,48.5
full,SS-noise,13,screw,AlMg15,29.0,7.0,59.5
full,SS-noise,15,screw,AlMg15,29.0,7.0,35.5
full,SS-noise,16,screw,AlMg15,29.0,6.0,129.0
full,SS-noise,17,screw,AlMg15,29.0,6.0,73.0
full,SS-noise,18,screw,AlMg15,29.0,6.0,23.0
full,SS-noise,19,screw,AlMg15,29.0,7.0,59.5
full,SS-noise,20,screw,AlMg15,29.0,5.0,53.5
full,SS-noise,1,screw,AlMg15,63.0,6.0,79.0
full,SS-noise,2,screw,AlMg15,63.0,5.0,48.5
full,SS-noise,3,screw,AlMg15,63.0,7.0,42.5
full,SS-noise,4,screw,AlMg15,63.0,5.0,53.5
full,SS-noise,5,screw,AlMg15,63.0,7.0,35.5
full,SS-noise,6,screw,AlMg15,63.0,7.0,59.5
full,SS-noise,7,screw,AlMg15,63.0,5.0,53.5
full,SS-noise,8,screw,AlMg15,63.0,5.0,48.5
full,SS-noise,9,screw,AlMg15,63.0,7.0,66.5
full,SS-noise,10,screw,AlMg15,63.0,7.0,42.5
full,SS-noise,11,screw,AlMg15,63.0,7.0,35.5
full,SS-noise,12,screw,AlMg15,63.0,7.0,42.5
full,SS-noise,13,screw,AlMg15,63.0,5.0,53.5
full,SS-noise,14,screw,AlMg15,63.0,7.0,59.5
full,SS-noise,15,screw,AlMg15,63.0,7.0,66.5
full,SS-noise,16,screw,AlMg15,63.0,7.0,35.5
full,SS-noise,17,screw,AlMg15,63.0,7.0,42.5
full,SS-noise,18,screw,AlMg15,63.0,7.0,35.5
full,SS-noise,19,screw,AlMg15,63.0,7.0,42.5
full,SS-noise,20,screw,AlMg15,63.0,6.0,73.0
full,SS-noise,1,screw,AlMg15,109.0,5.0,48.5
full,SS-noise,2,screw,AlMg15,109.0,7.0,35.5
full,SS-noise,3,screw,AlMg15,109.0,7.0,42.5
full,SS-noise,4,screw,AlMg15,109.0,7.0,42.5
full,SS-noise,5,screw,AlMg15,109.0,5.0,48.5
full,SS-noise,6,screw,AlMg15,109.0,7.0,35.5
full,SS-noise,7,screw,AlMg15,109.0,7.0,42.5
full,SS-noise,8,screw,AlMg15,109.0,5.0,48.5
full,SS-noise,9,screw,AlMg15,109.0,7.0,59.5
full,SS-noise,10,screw,AlMg15,109.0,5.0,53.5
full,SS-noise,11,screw,AlMg15,109.0,6.0,23.0
full,SS-noise,12,screw,AlMg15,109.0,7.0,35.5
full,SS-noise,13,screw,AlMg15,109.0,7.0,35.5
full,SS-noise,14,screw,AlMg15,109.0,7.0,35.5
full,SS-noise,15,screw,AlMg15,109.0,7.0,42.5
full,SS-noise,16,screw,AlMg15,109.0,6.0,29.0
full,SS-noise,17,screw,AlMg15,109.0,7.0,42.5
full,SS-noise,18,screw,AlMg15,109.0,7.0,42.5
full,SS-noise,19,screw,AlMg15,109.0,7.0,35.5
full,SS-noise,20,screw,AlMg15,109.0,1.0,
partial,SF-noise,1,edge,AlMg5,4.0,5.0,3.5
partial,SF-noise,2,edge,AlMg5,4.0,7.0,16.5
partial,SF-noise,3,edge,AlMg5,4.0,7.0,35.5
partial,SF-noise,5,edge,AlMg5,4.0,7.0,66.5
partial,SF-noise,7,edge,AlMg5,4.0,12.0,7.0
partial,SF-noise,9,edge,AlMg5,4.0,5.0,53.5
partial,SF-noise,10,edge,AlMg5,4.0,1.0,0.5
