0
240
0
6	7	0	-1.794999999999999e+02 -4.995084679281468e+00 -1.428869016623521e+02	4.995084679281467e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	 7.003269407469524e-04  1.951971769326361e-06 -1.010711524437008e-02  1.951971769326361e-06  1.075293774137117e-04 -1.738239431821001e-02 -1.010711524437008e-02 -1.738239431821001e-02  4.970880157484362e-04 1.007142264157442e-02 0.000000000000000e+00 3.507269560867117e-04	-2.830640492083198e+00  0.000000000000000e+00  5.037462406682204e-17	4.127442696424498e-19 2.234013448285705e-34 3.353700711080058e-19	-1.000000000000000e+00 -1.277611707419592e-21  1.779731655215820e-17	0.000000000000000e+00	7.360373050632919e-03
6	7	1	-1.794999999999999e+02 -1.498525403784440e+01 -1.428869016623521e+02	4.995084679281467e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	 7.001140656899450e-04  2.090783616901395e-06 -1.068454752876251e-02 2.090783616901395e-06 1.075966972020249e-04 9.741288712325866e-03 -1.068454752876251e-02  9.741288712325866e-03  4.968106542029906e-04 2.530205934223654e-03 0.000000000000000e+00 3.506605900869901e-04	-1.656363025778074e+00  0.000000000000000e+00  2.947695582505712e-17	3.464235280414963e-19 4.468026896571401e-34 3.353700711080044e-19	-1.000000000000000e+00 -2.178521392812778e-21  1.779870893223700e-17	0.000000000000000e+00	7.360373050632921e-03
6	7	2	-1.794999999999999e+02 -2.497542339640734e+01 -1.428869016623521e+02	4.995084679281467e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	 6.999508107219814e-04  2.229852982078649e-06 -4.746665420122531e-03  2.229852982078649e-06  1.076226512258240e-04 -1.061866253939044e-03 -4.746665420122531e-03 -1.061866253939044e-03  4.966418239863532e-04 2.679867093838808e-03 0.000000000000000e+00 3.506191084707188e-04	 1.589740113237932e-01  0.000000000000000e+00 -2.829132162571853e-18	2.801027864405422e-19 8.936053793142766e-34 3.353700711080018e-19	 9.999999999999318e-01 -2.228516881184823e-20 -1.777337967520742e-17	0.000000000000000e+00	7.360373050632921e-03
6	7	3	-1.794999999999999e+02 -3.496559275497027e+01 -1.428869016623521e+02	4.995084679281467e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	6.998371778433567e-04 2.369371080453790e-06 1.872788215141409e-03 2.369371080453790e-06 1.076076499811520e-04 6.960949250460367e-03 1.872788215141409e-03 6.960949250460367e-03 4.965811454314163e-04 -2.945847069355012e-03  0.000000000000000e+00  3.506025674372333e-04	 1.160171002388693e+00  0.000000000000000e+00 -2.064662688957279e-17	2.137820448395878e-19 5.957369195428477e-34 3.353700711079980e-19	 1.000000000000000e+00 -3.112889483916565e-21 -1.780106592268125e-17	0.000000000000000e+00	7.360373050632923e-03
6	7	4	-1.794999999999999e+02 -4.495576211353320e+01 -1.428869016623521e+02	4.995084679281467e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	6.997731650537782e-04 2.509530678736634e-06 8.873832487359545e-03 2.509530678736634e-06 1.075512829719542e-04 1.465249904176572e-02 8.873832487359545e-03 1.465249904176572e-02 4.966289982052877e-04 -8.666728376711856e-03  0.000000000000000e+00  3.506110216333430e-04	 2.700961839577372e-01  0.000000000000000e+00 -4.806683775918484e-18	1.474613032386338e-19 1.191473839085686e-33 3.353700711079931e-19	 1.000000000000000e+00 -1.377962889569666e-20 -1.783299181542588e-17	0.000000000000000e+00	7.360373050632923e-03
6	18	0	-1.794999999999999e+02  4.995084679281490e+00 -1.428869016623521e+02	4.995084679281490e+01	0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00	 7.003269407469527e-04  1.812169583332632e-06 -5.362484069514258e-03 1.812169583332632e-06 1.075293774137122e-04 9.579601158423845e-03 -5.362484069514258e-03  9.579601158423845e-03  4.970880157484368e-04 -8.415061901550063e-05  0.000000000000000e+00  3.506865986718535e-04	 1.899308591908317e+00  0.000000000000000e+00 -3.380046197030606e-17	8.384251777699997e-20 0.000000000000000e+00 1.676850355539999e-19	 1.000000000000000e+00 -1.897183570616545e-21 -1.778246790568707e-17	0.000000000000000e+00	7.360373050632921e-03
6	18	1	-1.794999999999999e+02  1.498525403784447e+01 -1.428869016623521e+02	4.995084679281490e+01	0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00	7.001140656899451e-04 1.671928415075521e-06 5.125479868139158e-03  1.671928415075521e-06  1.075966972020371e-04 -2.460441089315710e-03  5.125479868139158e-03 -2.460441089315710e-03  4.968106542029910e-04 -1.852471771448758e-03  0.000000000000000e+00  3.505396770052272e-04	 9.948771727904313e-01  0.000000000000000e+00 -1.770502602225465e-17	8.384251777700126e-20 0.000000000000000e+00 1.676850355540025e-19	 1.000000000000000e+00 -3.626967019530826e-21 -1.779663224225869e-17	0.000000000000000e+00	7.360373050632919e-03
6	18	2	-1.794999999999999e+02  2.497542339640745e+01 -1.428869016623521e+02	4.995084679281490e+01	0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00	 6.999508107219809e-04  1.532328746726785e-06 -3.310752763525327e-03 1.532328746726785e-06 1.076226512258401e-04 4.683553407182292e-03 -3.310752763525327e-03  4.683553407182292e-03  4.966418239863541e-04  3.033509715623203e-04 -0.000000000000000e+00  3.504177505681953e-04	 2.431861380584009e+00  0.000000000000000e+00 -4.327787409675112e-17	8.384251777700182e-20 1.489342298857139e-34 1.676850355540036e-19	 1.000000000000000e+00 -1.480333566067413e-21 -1.778648712437479e-17	0.000000000000000e+00	7.360373050632919e-03
6	18	3	-1.794999999999999e+02  3.496559275497043e+01 -1.428869016623521e+02	4.995084679281490e+01	0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00	6.998371778433576e-04 1.393177811576675e-06 1.036003153248943e-02 1.393177811576675e-06 1.076076499811726e-04 5.838506574692332e-03 1.036003153248943e-02 5.838506574692332e-03 4.965811454314174e-04 -6.865447437526724e-03  0.000000000000000e+00  3.503207647139500e-04	 4.559025908485168e+00  0.000000000000000e+00 -8.113330424444873e-17	8.384251777700165e-20 2.978684597714267e-34 1.676850355540034e-19	 1.000000000000000e+00 -7.907055620526928e-22 -1.779153063203489e-17	0.000000000000000e+00	7.360373050632919e-03
6	18	4	-1.794999999999999e+02  4.495576211353341e+01 -1.428869016623521e+02	4.995084679281490e+01	0.000000000000000e+00 1.000000000000000e+00 0.000000000000000e+00	6.997731650537790e-04 1.254284394028687e-06 8.447293529223998e-03 1.254284394028687e-06 1.075512829719951e-04 1.235065132182374e-02 8.447293529223998e-03 1.235065132182374e-02 4.966289982052896e-04 -7.788972697273067e-03  0.000000000000000e+00  3.502486632431557e-04	 5.087186854746490e+00  0.000000000000000e+00 -9.053255829635080e-17	8.384251777700074e-20 0.000000000000000e+00 1.676850355540016e-19	 1.000000000000000e+00 -7.084851124195005e-22 -1.779113453506598e-17	0.000000000000000e+00	7.360373050632919e-03
7	8	0	-1.794999999999999e+02 -5.494593147209616e+01 -1.428869016623521e+02	4.995084679281490e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	6.994960344057749e-04 2.649053878384883e-06 9.882661745488999e-04 2.649053878384883e-06 1.075631109556518e-04 4.741748644006059e-03 9.882661745488999e-04 4.741748644006059e-03 4.963986249987798e-04 -1.862958015297670e-03  0.000000000000000e+00  3.505127331877790e-04	-6.199786344732204e-01  0.000000000000000e+00  1.103325933773585e-17	-7.339495403838046e-20  0.000000000000000e+00  7.637349798287900e-34	-1.000000000000000e+00 -5.791492633721576e-21  1.778405029984600e-17	0.000000000000000e+00	7.360373050632917e-03
7	8	1	-1.794999999999999e+02 -6.493610083065914e+01 -1.428869016623521e+02	4.995084679281490e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	 6.990057858993502e-04  2.787389323244306e-06 -3.213223401115844e-03 2.787389323244306e-06 1.076431339322444e-04 3.256024902751072e-03 -3.213223401115844e-03  3.256024902751072e-03  4.958900258118914e-04 6.666782735121936e-04 0.000000000000000e+00 3.503075429377307e-04	 1.808064066027193e-01  0.000000000000000e+00 -3.217665679184120e-18	-2.260800391463375e-19  1.117006724142818e-34 -5.445792222602718e-35	 9.999999999999983e-01 -1.983370012921822e-20 -1.792335496845086e-17	0.000000000000000e+00	7.360373050632917e-03
7	8	2	-1.794999999999999e+02 -7.492627018922212e+01 -1.428869016623521e+02	4.995084679281490e+01	 0.000000000000000e+00 -1.000000000000000e+00  0.000000000000000e+00	6.985651574819673e-04 2.925982285704941e-06 3.813024314938397e-03 2.925982285704941e-06 1.076817911443194e-04 8.078378190725599e-03 3.813024314938397e-03 8.078378190725599e-03 4.954899579538138e-04 -4.238539068984712e-03  0.000000000000000e+00  3.501272370711314e-04	 1.309514299496429e+00  0.000000000000000e+00 -2.330436900473815e-17	-3.787651242542982e-19  5.957369195428389e-34 -8.726508242808462e-34	 1.000000000000000e+00 -2.756069084207508e-21 -1.777549786383205e-17	0.000000000000000e+00	7.360373050632916e-03
